#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
1891093712751417, 0, -0.1039304, 0.3587691, -0.0850361, 1.1639795, 9.1866962, -6.4268852
1891093722713417, 0, -0.1630395, 0.1530583, -0.1351959, 1.3882132, 9.4197615, -6.3753923
1891093732676417, 0, -0.1669863, -0.0716928, -0.1688031, 1.3362712, 9.6061240, -5.8643550
1891093742638417, 0, -0.1464483, -0.2432286, -0.1969812, 1.1316467, 9.7972765, -5.7237973
1891093752601417, 0, -0.1411015, -0.3306024, -0.2073849, 0.8885522, 10.0951570, -6.0200313
1891093762563417, 0, -0.1225784, -0.3652384, -0.2049089, 0.5767506, 10.4083058, -5.7832237
1891093772526417, 0, -0.0513513, -0.3996944, -0.1894096, 0.2421964, 10.7482489, -5.0588800
1891093782489417, 0, 0.0891714, -0.3827673, -0.1709161, -0.1707948, 11.4293326, -4.3420207
1891093792451417, 0, 0.2902134, -0.2649880, -0.1546889, -0.6598279, 12.3457269, -3.6465669
1891093802414417, 0, 0.5056288, -0.1058473, -0.1314451, -1.1722124, 13.3272359, -3.1745984
1891093812376417, 0, 0.5812216, -0.0045889, -0.0978666, -1.5224840, 14.0836130, -5.0539403
1891093822339417, 0, 0.2958916, -0.1085547, -0.0640762, -1.4359639, 14.7079646, -10.0080382
1891093832301417, 0, -0.0159268, -0.1904640, -0.0152642, -0.6054909, 14.1196880, -7.4010594
1891093842264417, 0, -0.3013353, -0.0621632, 0.0185263, -0.0728984, 13.3624127, -5.6067407
1891093852226417, 0, -0.6417646, -0.0888745, -0.0148879, 0.3179388, 13.9210510, -8.2219524
1891093862189417, 0, -0.8900031, -0.2787491, -0.0740388, 0.9517209, 13.1715596, -7.8144997
1891093872151417, 0, -1.0336615, -0.4919532, -0.1071667, 1.4060262, 11.7875377, -6.5854056
1891093882114417, 0, -1.1300554, -0.8276836, -0.0929662, 1.6289127, 11.0073601, -6.0218275
1891093892077417, 0, -1.0956671, -1.0942572, -0.0882201, 1.6257692, 11.1175310, -4.1683818
1891093902039417, 0, -0.8178964, -1.0722654, -0.1439977, 1.7332457, 11.5010335, -2.6421556
1891093912002417, 0, -0.4275828, -0.9089931, -0.2073769, 1.7561481, 11.7893340, -2.4608826
1891093921964417, 0, -0.0924532, -0.7567420, -0.2370173, 1.6142432, 11.3104797, -2.8249255
1891093931927417, 0, 0.1003447, -0.6254298, -0.2540038, 1.4275813, 10.1373692, -3.2768358
1891093941889417, 0, 0.1368242, -0.5036184, -0.2484412, 1.2020004, 9.1148456, -4.0315663
1891093951852417, 0, 0.0289834, -0.3780836, -0.2092992, 0.8149054, 8.7630771, -4.9055988
1891093961814417, 0, -0.1799237, -0.1932576, -0.1483296, 0.3767665, 8.8585785, -5.4230727
1891093971777417, 0, -0.4259974, 0.0190174, -0.0608138, -0.0631686, 9.0596104, -5.5071977
1891093981739417, 0, -0.6243424, 0.2044879, 0.0674661, -0.5025050, 9.1082593, -5.2269804
1891093991702417, 0, -0.7189499, 0.3311502, 0.2097953, -0.7521858, 9.1889415, -4.6687912
1891094001664417, 0, -0.6958952, 0.3943779, 0.3269259, -0.6505472, 9.3030043, -4.0052211
1891094011627417, 0, -0.5913650, 0.3789670, 0.4014926, -0.3059637, 9.2215736, -3.3441957
1891094021589417, 0, -0.4318316, 0.2751431, 0.4330838, 0.0947530, 8.9298303, -2.7963350
1891094031552417, 0, -0.2411261, 0.1538402, 0.4283157, 0.4291576, 8.7002078, -2.2923331
1891094041515417, 0, -0.0647169, 0.0778189, 0.3950861, 0.7616162, 8.4888474, -2.0014879
1891094051477417, 0, 0.0524201, 0.0177912, 0.3484419, 1.0238708, 8.2149170, -2.0122655
1891094061440417, 0, 0.0996669, -0.0499242, 0.3122274, 1.0823991, 8.1384261, -2.1392015
1891094071402417, 0, 0.1091462, -0.1105004, 0.2693036, 1.2196637, 8.0523550, -2.1989273
1891094081365417, 0, 0.0822147, -0.1990340, 0.2074669, 1.5792160, 7.7484869, -2.3348447
1891094091327417, 0, 0.0582788, -0.2563231, 0.1162947, 1.9960991, 7.5398209, -2.4246579
1891094101290417, 0, 0.0821937, -0.2657065, -0.0064606, 2.1776715, 7.3633379, -2.2306613
1891094111252417, 0, 0.1490859, -0.2501694, -0.1441614, 2.0378622, 7.0289333, -1.9943028
1891094121215417, 0, 0.2018450, -0.2507433, -0.2664437, 1.6708255, 6.6042664, -2.0785776
1891094131177417, 0, 0.1897002, -0.2546874, -0.3465334, 1.1572435, 6.1038570, -2.5286916
1891094141140417, 0, 0.1069233, -0.2442358, -0.3951186, 0.6571335, 5.5456677, -3.0404773
1891094151102417, 0, -0.0174557, -0.2480103, -0.4103862, 0.2826123, 5.0371751, -3.3275803
1891094161065417, 0, -0.1532074, -0.2597932, -0.3725128, -0.0516426, 4.5445496, -3.5729201
1891094171028417, 0, -0.2495286, -0.2798684, -0.2886302, -0.1977388, 4.0920406, -3.6501595
1891094180990417, 0, -0.2732568, -0.3223951, -0.2064597, -0.1761836, 3.8209543, -3.3191977
1891094190953292, 0, -0.2144817, -0.3964525, -0.1584597, 0.0487985, 3.8091289, -2.8789632
1891094200915292, 0, -0.0987047, -0.4672367, -0.1530037, 0.2707869, 4.0532712, -2.5712032
1891094210878292, 0, 0.0268348, -0.4859475, -0.1510204, 0.3370990, 4.3173221, -2.5161177
1891094220840292, 0, 0.1111678, -0.4510415, -0.1385163, 0.2755769, 4.7083090, -2.7424471
1891094230803292, 0, 0.1371046, -0.4132789, -0.1285260, 0.1399590, 5.2748808, -3.1011012
1891094240765292, 0, 0.1285151, -0.3780711, -0.1212196, 0.1119672, 5.9291702, -3.3621584
1891094250728292, 0, 0.1130480, -0.2886829, -0.1071925, 0.0377216, 6.5325655, -3.5299594
1891094260690292, 0, 0.0857578, -0.1459982, -0.0699386, -0.0796344, 7.1356613, -3.5669325
1891094270653292, 0, 0.0511324, 0.0256223, -0.0151622, -0.1877097, 7.8540175, -3.6112404
1891094280615292, 0, 0.0347329, 0.1966430, 0.0254183, -0.2489323, 8.6169809, -3.8104761
1891094290578292, 0, 0.0308402, 0.3315731, 0.0364997, -0.1978885, 9.4923605, -4.5827202
1891094300540292, 0, -0.0213064, 0.3407483, 0.0191702, 0.0511935, 10.1908081, -5.7112234
1891094310503292, 0, -0.1123108, 0.2426001, -0.0221215, 0.4602928, 10.5666765, -6.2297452
1891094320466292, 0, -0.1846838, 0.1142824, -0.0840531, 0.8231383, 10.9221872, -5.9469832
1891094330428292, 0, -0.1478449, 0.0333697, -0.1433343, 0.9978250, 10.9732310, -5.2224898
1891094340391292, 0, -0.0136306, 0.0601755, -0.1871579, 0.9418414, 11.0034682, -4.8536568
1891094350353292, 0, 0.1129676, 0.0108407, -0.2043374, 0.7529343, 11.1109447, -5.0061896
1891094360316292, 0, 0.2198751, -0.1047229, -0.2102204, 0.5083429, 11.1311526, -4.5659550
1891094370278292, 0, 0.3332813, -0.1705912, -0.2317270, 0.2995271, 11.5724350, -3.8197568
1891094380241292, 0, 0.4673648, -0.0684371, -0.2282244, -0.1398093, 11.9418668, -3.3904495
1891094390203292, 0, 0.5505130, 0.4519549, -0.1795098, -0.7491920, 12.3895857, -5.2081197
1891094400166292, 0, 0.2111341, 0.3559270, -0.0798871, -1.1000624, 13.1507529, -9.5478951
1891094410128292, 0, -0.1993853, -0.2064762, 0.0558454, -1.1100916, 12.2761217, -8.6624863
1891094420091292, 0, -0.2372786, -0.2988791, 0.1589638, -1.0674303, 12.1321211, -5.1431548
1891094430053292, 0, -0.0333103, -0.2917996, 0.2010186, -0.6731502, 12.8953839, -4.3019041
1891094440016292, 0, 0.2314913, -0.3288106, 0.1730708, -0.1517844, 12.6045387, -3.7083884
1891094449979292, 0, 0.5033808, -0.3089618, 0.1216476, -0.1318758, 12.6995911, -2.9499156
1891094459941292, 0, 0.7584251, -0.3649151, 0.0622309, -0.4233197, 12.9182863, -2.6931995
1891094469904292, 0, 0.9819458, -0.2734054, -0.0213159, -0.9737251, 13.2335307, -3.3666490
1891094479866292, 0, 1.0564491, -0.3839051, -0.0837407, -1.7806970, 13.7718114, -5.0416658
1891094489829292, 0, 1.0638559, -0.5209641, -0.1168712, -2.4986041, 13.3305290, -5.2706895
1891094499791292, 0, 0.9902549, -0.5653113, -0.1166451, -3.0567934, 13.0501620, -5.4871394
1891094509754292, 0, 0.7934113, -0.5570412, -0.0946160, -3.2479459, 12.5719066, -6.3295876
1891094519716292, 0, 0.5198498, -0.4785943, -0.0609251, -3.1895673, 11.8652261, -6.6020210
1891094529679292, 0, 0.2371164, -0.2865663, -0.0168181, -3.0560449, 11.2374316, -6.3821283
1891094539641292, 0, -0.0308586, -0.1221909, 0.0210866, -2.8982730, 10.8189020, -6.2941113
1891094549604292, 0, -0.2399412, -0.0144434, 0.0411842, -2.7599606, 10.4367467, -6.0576031
1891094559566292, 0, -0.3362270, 0.0371127, 0.0440620, -2.7457402, 10.1655107, -5.5868321
1891094569529292, 0, -0.3224364, 0.0565062, 0.0389027, -2.8086095, 9.9195721, -4.8803014
1891094579491292, 0, -0.2269964, 0.0462780, 0.0478253, -2.9897328, 9.7019247, -4.0745270
1891094589454292, 0, -0.0974435, 0.0278266, 0.0917765, -3.2537837, 9.3302477, -3.4438884
1891094599417292, 0, 0.0310162, 0.0286756, 0.1629852, -3.4721796, 8.9450986, -3.1087354
1891094609379292, 0, 0.1232567, 0.0439613, 0.2363811, -3.4290692, 8.5612967, -2.8969258
1891094619342292, 0, 0.1599388, 0.0366302, 0.3040659, -3.1891182, 8.2339275, -2.9452753
1891094629304292, 0, 0.1608059, 0.0250449, 0.3838811, -2.9394374, 7.6529855, -2.9343480
1891094639267292, 0, 0.1573121, -0.0042145, 0.4878922, -2.7165509, 6.7675768, -2.7785220
1891094649229292, 0, 0.1570629, -0.0559285, 0.5838845, -2.3185286, 6.0369461, -2.6466463
1891094659192292, 0, 0.1623990, -0.0780043, 0.6420610, -1.6922310, 5.4827985, -2.5393195
1891094669154292, 0, 0.1639695, -0.0653590, 0.6721646, -1.1373349, 4.8779063, -2.4331902
1891094679117292, 0, 0.1438831, -0.0465936, 0.6778997, -0.6918613, 4.4270439, -2.4168741
1891094689079292, 0, 0.0934746, -0.0237509, 0.6528507, -0.3049159, 4.0954834, -2.5785379
1891094699042292, 0, 0.0047700, 0.0044920, 0.6018432, -0.0375719, 3.8294865, -2.7607091
1891094709004292, 0, -0.1126520, 0.0748303, 0.5289038, 0.1398093, 3.6971617, -2.8114536
1891094718967292, 0, -0.2470641, 0.2032708, 0.4513741, 0.1688489, 3.6732115, -2.7813661
1891094728929292, 0, -0.3864114, 0.3371804, 0.3933856, -0.0028441, 3.5922299, -2.9083022
1891094738892292, 0, -0.5378574, 0.4435820, 0.3575579, -0.1695973, 3.5625916, -3.1211595
1891094748855292, 0, -0.6870487, 0.5301792, 0.3254412, -0.1577719, 3.6323465, -3.3423994
1891094758817292, 0, -0.8350040, 0.5674882, 0.2691004, 0.0781375, 3.8264928, -3.4880466
1891094768780292, 0, -0.9669794, 0.5296305, 0.1749518, 0.5004094, 4.1999661, -3.7025505
1891094778742292, 0, -1.0652010, 0.4697851, 0.0466884, 0.9583072, 4.6219386, -3.7658688
1891094788705292, 0, -1.0917476, 0.5114167, -0.1088519, 1.3476476, 4.9916698, -3.5328035
1891094798667292, 0, -0.9932752, 0.6569409, -0.2254539, 1.2702585, 5.3355048, -2.7178981
1891094808630292, 0, -0.7943107, 0.7974529, -0.2542104, 0.7997868, 5.7785834, -1.9592757
1891094818592292, 0, -0.5530472, 0.8596215, -0.1974156, 0.3658392, 6.2712090, -1.9124231
1891094828555292, 0, -0.3296842, 0.8260433, -0.0933294, 0.0559836, 6.7461713, -2.1055215
1891094838517292, 0, -0.1548495, 0.7198673, 0.0167699, -0.0240999, 7.5267979, -2.7156528
1891094848480292, 0, -0.0524384, 0.5973633, 0.0911613, 0.3246748, 8.4521736, -3.7366795
1891094858442292, 0, -0.0653201, 0.4720562, 0.1110781, 1.0593471, 9.2992621, -4.9008087
1891094868405292, 0, -0.1982726, 0.2869066, 0.0792874, 1.8958076, 9.9680713, -5.6706578
1891094878367292, 0, -0.3235064, 0.0922865, -0.0093767, 2.5580305, 10.4268672, -5.5542000
1891094888330292, 0, -0.3404204, 0.0153044, -0.1502414, 2.8295659, 10.8130641, -4.7868956
1891094898292292, 0, -0.2552722, 0.0137060, -0.3062846, 2.5801845, 11.2200677, -4.4324327
1891094908255292, 0, -0.1445495, -0.0007681, -0.4315642, 1.8661693, 11.6134497, -4.3330394
1891094918218292, 0, -0.0281491, -0.0388276, -0.4929788, 0.7872130, 11.7953215, -3.9872585
1891094928180292, 0, 0.1374971, -0.0827812, -0.4771271, -0.3758684, 12.0517383, -3.3337175
1891094938143292, 0, 0.3586599, -0.1519927, -0.4088333, -1.4118640, 12.8114085, -2.8964767
1891094948105292, 0, 0.6100034, -0.2246906, -0.3083115, -2.1107607, 13.6587964, -2.5334816
1891094958068292, 0, 0.8638141, -0.2203065, -0.1835142, -2.3619383, 14.3335931, -2.1377046
1891094968030292, 0, 1.0868413, -0.0074316, -0.0628863, -2.1610561, 14.8530130, -2.3710693
1891094977993292, 0, 1.0281144, 0.2766790, 0.0396467, -1.4498849, 15.4134476, -6.0965222
1891094987955292, 0, 0.6496055, 0.1011754, 0.1175365, 0.0836760, 14.9236661, -7.4530014
1891094997918292, 0, 0.3332152, 0.1345970, 0.1518894, 1.4214441, 13.8017491, -5.2539244
1891095007880292, 0, 0.0886454, 0.2936681, 0.0944216, 1.9023940, 14.8775620, -6.0573038
1891095017843292, 0, -0.0428710, 0.3151795, -0.0452958, 2.3185286, 14.6428500, -5.7811281
1891095027805292, 0, 0.0016978, 0.3230449, -0.1509181, 1.9772383, 13.8224062, -4.3737547
1891095037768292, 0, 0.2146556, 0.2050413, -0.1230319, 1.0356963, 13.1513516, -3.0793964
1891095047730292, 0, 0.5826445, 0.0071325, 0.0014144, 0.1968407, 12.0822748, -1.8458116
1891095057693292, 0, 1.0048636, -0.1836598, 0.1179328, 0.0449066, 11.3519435, -1.8607805
1891095067655292, 0, 1.2812090, -0.3435006, 0.1792704, 0.8406519, 10.6454128, -3.4281711
1891095077618292, 0, 1.3013811, -0.5080931, 0.1730386, 2.1182451, 9.9366367, -5.4155882
1891095087581292, 0, 1.1361096, -0.6130083, 0.1142480, 3.3196468, 9.2670790, -6.6846492
1891095097543292, 0, 0.8825034, -0.5991915, -0.0034440, 4.0402483, 9.2316028, -7.0163594
1891095107506292, 0, 0.5673351, -0.4738203, -0.1558812, 4.0577618, 9.5419075, -6.9019972
1891095117468292, 0, 0.2009637, -0.2996251, -0.3028049, 3.3193474, 9.9783998, -6.7924251
1891095127431292, 0, -0.2034639, -0.1303663, -0.4016747, 2.1236339, 10.2196980, -6.7220714
1891095137393292, 0, -0.5977840, 0.0191580, -0.4137053, 0.7536827, 10.2135608, -6.5794180
1891095147356292, 0, -0.8648000, 0.1135292, -0.3109182, -0.5417235, 9.9851358, -6.1439735
1891095157318292, 0, -0.9333621, 0.1247212, -0.1642840, -1.3991405, 9.5558286, -5.1775832
1891095167281292, 0, -0.8190456, 0.0793036, -0.0305108, -1.5573615, 9.1325089, -4.0290216
1891095177243292, 0, -0.5771949, 0.0121046, 0.0606556, -1.2735516, 8.7168233, -2.9545560
1891095187206292, 0, -0.2996174, -0.0365828, 0.1248594, -0.8511301, 8.2601230, -2.3251149
1891095197168625, 0, -0.0623081, -0.0671085, 0.1685906, -0.3872447, 7.7839632, -2.1371059
1891095207131625, 0, 0.0801707, -0.0783039, 0.1659943, 0.1968407, 7.3331007, -2.2234763
1891095217093625, 0, 0.1323780, -0.0599728, 0.1081616, 0.6673123, 7.0070787, -2.3896307
1891095227056625, 0, 0.1421039, -0.0174386, 0.0408220, 0.7288344, 6.4581702, -2.3674768
1891095237018625, 0, 0.1376314, 0.0588247, -0.0002887, 0.4249663, 5.8154068, -2.1764740
1891095246981625, 0, 0.1291367, 0.1470619, 0.0115006, -0.0645158, 5.2296748, -2.2086571
1891095256944625, 0, 0.1038553, 0.2056352, 0.0713834, -0.4870871, 4.6812154, -2.5502467
1891095266906625, 0, 0.0590476, 0.2177579, 0.1406969, -0.6209088, 4.3113345, -2.9714708
1891095276869625, 0, 0.0029297, 0.1990026, 0.2028354, -0.5108876, 4.1016206, -3.2638129
1891095286831625, 0, -0.0682289, 0.1572812, 0.2519833, -0.2730322, 3.9245389, -3.5001714
1891095296794625, 0, -0.1555113, 0.0610879, 0.2815204, 0.1628613, 3.7955072, -3.7853284
1891095306756625, 0, -0.2365191, -0.0962027, 0.2791105, 0.8021819, 3.7294945, -4.0375539
1891095316719625, 0, -0.2956769, -0.2365430, 0.2240283, 1.3340259, 3.8802310, -4.0043230
1891095326681625, 0, -0.3180062, -0.3015495, 0.1133069, 1.6811540, 4.2364902, -3.6982095
1891095336644625, 0, -0.3069594, -0.2767046, -0.0140471, 1.7458195, 4.6214896, -3.2835718
1891095346606625, 0, -0.2916433, -0.2101386, -0.1102341, 1.4073734, 4.8828461, -3.0822404
1891095356569625, 0, -0.2998996, -0.1158837, -0.1437699, 0.8494835, 5.0244516, -3.2211516
1891095366531625, 0, -0.3253509, -0.0183209, -0.1340859, 0.2682422, 5.2230885, -3.3967365
1891095376494625, 0, -0.3476320, 0.0611611, -0.0826643, -0.2359094, 5.5315970, -3.5458264
1891095386456625, 0, -0.3531426, 0.1197932, -0.0027809, -0.4375401, 5.7752902, -3.6881804
1891095396419625, 0, -0.3441070, 0.1950486, 0.0614053, -0.1974394, 6.1330463, -3.6374359
1891095406381625, 0, -0.3354941, 0.2966080, 0.0808980, 0.3847000, 6.6861461, -3.5594481
1891095416344625, 0, -0.3218699, 0.3931739, 0.0527226, 0.9244775, 7.3170840, -3.6381844
1891095426307625, 0, -0.3062955, 0.4446715, -0.0059388, 1.2564871, 7.8903918, -3.8630168
1891095436269625, 0, -0.3006120, 0.4829424, -0.0682653, 1.3537848, 8.4470842, -4.3384282
1891095446232625, 0, -0.3284527, 0.4821352, -0.1077875, 1.3464500, 8.9864127, -5.2515294
1891095456194625, 0, -0.3888170, 0.3620940, -0.1202798, 1.4675482, 9.4720029, -5.5296510
1891095466157625, 0, -0.4126920, 0.2646972, -0.1452411, 1.6314574, 9.7818585, -5.0214578
1891095476119625, 0, -0.3591238, 0.2684685, -0.2129743, 1.8503023, 10.3476819, -4.3495052
1891095486082625, 0, -0.2510647, 0.3537711, -0.3111347, 1.9293379, 11.0491232, -4.3599834
1891095496044625, 0, -0.1907758, 0.3574604, -0.4274406, 1.7516574, 11.6613501, -5.0690588
1891095506007625, 0, -0.1752909, 0.3182406, -0.5318820, 1.4825171, 11.8712137, -4.8630872
1891095515969625, 0, -0.1292411, 0.3094628, -0.6092048, 0.9595047, 12.2505249, -4.1381447
1891095525932625, 0, -0.0003830, 0.3471787, -0.6479556, 0.0356259, 12.7388095, -3.4447865
1891095535894625, 0, 0.2016657, 0.4254496, -0.6206760, -1.0823991, 13.0953680, -2.8041188
1891095545857625, 0, 0.3813122, 0.4947053, -0.5127959, -2.1457878, 13.2884665, -2.7855574
1891095555819625, 0, 0.4399529, 0.5041569, -0.3595015, -2.8598030, 13.4330658, -4.1846979
1891095565782625, 0, 0.2016990, 0.3639804, -0.2216259, -3.0540990, 14.2231229, -8.7431685
1891095575744625, 0, -0.1625018, 0.2475584, -0.0977284, -2.2776636, 14.1851019, -9.3817406
1891095585707625, 0, -0.2690198, 0.3660195, 0.0779297, -1.4070740, 12.8449388, -4.7762677
1891095595669625, 0, -0.1299135, 0.5031183, 0.1779953, -0.7836205, 13.1363828, -3.6504588
1891095605632625, 0, 0.0783968, 0.5203156, 0.1419963, 0.2885999, 13.5210828, -4.4379712
1891095615595625, 0, 0.2600417, 0.4856618, 0.0635337, 0.9729767, 13.4433943, -4.2852887
1891095625557625, 0, 0.3832734, 0.4406147, 0.0015950, 0.9976753, 13.3594189, -4.0451880
1891095635520625, 0, 0.4744810, 0.2842187, -0.0523705, 0.5240602, 13.3184042, -4.3560915
1891095645482625, 0, 0.6028411, 0.0705426, -0.0681785, -0.3049159, 12.8040738, -4.5123665
1891095655445625, 0, 0.6882463, -0.1971354, -0.0446327, -1.0448273, 12.4503593, -5.6579343
1891095665407625, 0, 0.6687048, -0.4368758, -0.0138657, -1.2507990, 11.7749638, -6.5822621
1891095675370625, 0, 0.5723889, -0.6446719, 0.0225628, -1.1527528, 10.9799670, -6.7867369
1891095685332625, 0, 0.4771540, -0.7521009, 0.0420455, -0.9518706, 10.5090463, -6.5470853
1891095695295625, 0, 0.3954714, -0.7430315, 0.0067285, -0.7089258, 10.5919739, -6.3947021
1891095705257625, 0, 0.3104386, -0.6838297, -0.0660017, -0.7144643, 10.7180118, -6.3674588
1891095715220625, 0, 0.2009022, -0.6057310, -0.1365472, -1.0734178, 10.6502028, -6.1757076
1891095725182625, 0, 0.0565693, -0.5312306, -0.1838135, -1.7257613, 10.5168301, -6.0596988
1891095735145625, 0, -0.0930239, -0.5013515, -0.2125727, -2.3767575, 10.3642973, -5.8320222
1891095745107625, 0, -0.1935974, -0.5182099, -0.2125479, -2.9720695, 10.0623752, -5.0868718
1891095755070625, 0, -0.2371063, -0.5667210, -0.1569553, -3.3784744, 9.5523857, -4.2348436
1891095765032625, 0, -0.2197803, -0.5834869, -0.0792650, -3.6031572, 9.0642508, -3.3774266
1891095774995625, 0, -0.1443290, -0.5800881, 0.0284996, -3.7095859, 8.4199905, -2.4677682
1891095784958625, 0, -0.0308266, -0.6099278, 0.1781689, -3.6429744, 7.5877213, -1.7435742
1891095794920625, 0, 0.1066159, -0.6019737, 0.3260055, -3.2373180, 6.7220714, -1.1226654
1891095804883625, 0, 0.2477701, -0.5186863, 0.4507608, -2.5282425, 5.9668918, -0.5508545
1891095814845625, 0, 0.3741504, -0.4045779, 0.5541372, -1.7687219, 5.3082614, -0.3068619
1891095824808625, 0, 0.4736152, -0.2945978, 0.6200912, -1.0109976, 4.7401927, -0.4263135
1891095834770625, 0, 0.5376778, -0.1752086, 0.6278448, -0.3026706, 4.3987527, -0.8566685
1891095844733625, 0, 0.5650187, -0.0938903, 0.5791233, 0.2285747, 4.1957748, -1.3997392
1891095854695625, 0, 0.5595655, -0.0912063, 0.4914672, 0.5673203, 4.0050714, -1.9443068
1891095864658625, 0, 0.5363223, -0.1214977, 0.3674185, 0.7216493, 3.9395078, -2.4230113
1891095874620625, 0, 0.5034615, -0.1206564, 0.2387425, 0.6096822, 3.9472916, -2.6292824
1891095884583625, 0, 0.4599412, -0.0866598, 0.1369336, 0.3041675, 3.9529797, -2.7890002
1891095894545625, 0, 0.4134549, -0.0146088, 0.0413650, -0.0092807, 4.0251297, -2.9255164
1891095904508625, 0, 0.3641793, 0.0693431, -0.0521436, -0.2200424, 4.2734633, -2.9527597
1891095914470625, 0, 0.2981699, 0.1441849, -0.1466384, -0.3085085, 4.5717929, -3.0478120
1891095924433625, 0, 0.2115618, 0.2181337, -0.2448140, -0.2775229, 4.9608339, -3.1403197
1891095934395625, 0, 0.1284128, 0.3270484, -0.3469361, -0.3656895, 5.5203703, -3.3257840
1891095944358625, 0, 0.0385266, 0.4212889, -0.3956637, -0.8173004, 5.9255777, -3.5790573
1891095954320625, 0, -0.0431054, 0.4603498, -0.3500960, -1.4034814, 5.9963805, -3.9513332
1891095964283625, 0, -0.1044841, 0.4191253, -0.2313584, -1.7215700, 6.1531046, -4.0694376
1891095974245625, 0, -0.1078298, 0.3366489, -0.1036073, -1.5507751, 6.4533801, -4.2695714
1891095984208625, 0, -0.0507620, 0.2242640, -0.0282101, -1.1053015, 7.0395612, -4.5113187
1891095994171625, 0, 0.0474168, 0.0901222, -0.0115248, -0.5798941, 7.5977504, -4.4858716
1891096004133625, 0, 0.1486286, 0.0110745, -0.0277738, -0.1688489, 7.9442798, -4.3593846
1891096014096625, 0, 0.2041963, -0.0031444, -0.0353122, -0.1210982, 8.2002475, -4.9085925
1891096024058625, 0, 0.1828337, -0.0486040, 0.0310138, -0.4065546, 8.2725471, -5.8968375
1891096034021625, 0, 0.1016457, -0.1542500, 0.1513312, -0.6658154, 8.3210463, -6.6964746
1891096043983625, 0, 0.0070776, -0.3138346, 0.2782955, -0.7315288, 8.6455714, -6.7166826
1891096053946625, 0, -0.0318466, -0.4720565, 0.3691858, -0.6653664, 8.9856642, -6.2848306
1891096063908625, 0, 0.0038219, -0.5696547, 0.4083020, -0.5881270, 9.5107722, -6.0876906
1891096073871625, 0, 0.0546830, -0.6694231, 0.4269337, -0.7084767, 10.0328865, -6.3280907
1891096083833625, 0, 0.0921701, -0.7846509, 0.4453178, -0.8898994, 10.3747755, -6.2013043
1891096093796625, 0, 0.1526324, -0.8153942, 0.4562466, -0.9735754, 10.7831264, -5.5073474
1891096103758625, 0, 0.2590004, -0.7751191, 0.4536383, -1.0488689, 11.5845598, -4.8153365
1891096113721625, 0, 0.4131354, -0.7143663, 0.4475605, -1.0810519, 12.6266927, -4.3519002
1891096123683625, 0, 0.5996839, -0.6278325, 0.4609703, -1.1350896, 13.3392110, -3.9862106
1891096133646625, 0, 0.7602214, -0.1636520, 0.4660993, -0.9488768, 14.0327188, -4.4719505
1891096143608625, 0, 0.5925259, 0.4804321, 0.4048809, -0.1353186, 14.8533124, -8.6373386
1891096153571625, 0, 0.1786201, 0.4094040, 0.3250108, 0.9758208, 13.8119279, -9.0223380
1891096163533625, 0, -0.1774187, 0.3765872, 0.2467219, 1.7372873, 12.4274570, -6.7262627
1891096173496625, 0, -0.4001144, 0.3912469, 0.1235257, 2.0724403, 13.0057045, -6.7349446
1891096183458625, 0, -0.4211134, 0.1312936, -0.0123930, 2.2802083, 12.5992996, -6.1766057
1891096193421167, 0, -0.1943261, -0.1382130, -0.1253968, 1.8157242, 12.0752394, -4.8967671
1891096203384167, 0, 0.1964401, -0.3882402, -0.1487735, 0.9261241, 11.8001115, -3.5377432
1891096213346167, 0, 0.6527637, -0.6318275, -0.0731048, 0.0490979, 11.1823462, -2.8518695
1891096223309167, 0, 1.0854278, -0.7608795, 0.0515841, -0.5297484, 10.6440656, -3.1216086
1891096233271167, 0, 1.3028413, -0.7556845, 0.1307607, -0.4945715, 10.4039648, -4.8684760
1891096243234167, 0, 1.1887083, -0.7359565, 0.1600906, -0.0273930, 10.0715062, -7.4277040
1891096253196167, 0, 0.8226203, -0.6612099, 0.1804859, 0.5703140, 9.4458073, -8.8692064
1891096263159167, 0, 0.2959712, -0.4921354, 0.1975224, 1.3326787, 9.2688753, -9.2330997
1891096273121167, 0, -0.2878648, -0.2624559, 0.1907833, 1.9642154, 9.3250085, -9.1811577
1891096283084167, 0, -0.7766050, 0.0048757, 0.1424285, 2.2564078, 9.3910213, -8.5587520
1891096293046167, 0, -1.0564803, 0.2899991, 0.0711386, 2.1189935, 9.8020665, -7.2902898
1891096303009167, 0, -1.1331819, 0.5097200, 0.0205292, 1.5947836, 10.0502504, -6.0216779
1891096312971167, 0, -1.0648133, 0.5827665, 0.0250081, 1.0536589, 9.8881375, -5.3178415
1891096322934167, 0, -0.9229379, 0.5306844, 0.0693562, 0.6571335, 9.7323116, -4.8801517
1891096332896167, 0, -0.7200253, 0.4629442, 0.1386865, 0.5957611, 9.4682607, -4.3791435
1891096342859167, 0, -0.4770129, 0.4556221, 0.1622842, 0.8836125, 9.0947873, -3.4992732
1891096352821167, 0, -0.2080030, 0.5401290, 0.1096067, 1.3632152, 8.8554350, -2.6219476
1891096362784167, 0, 0.0825641, 0.6733702, 0.0276292, 1.7841399, 8.5740202, -1.8723065
